"","radius","runtime"
"1",25,51.0032470226288
"2",50,86.101958990097
"3",100,288.284487009048
"4",200,1040.7514898777
"5",75,177.741693973541
"6",125,423.3969810009
"7",175,811.124955892563
"8",225,1342.38730597496
"9",151,606.209839820862
